gene,log2fc,p_value,mean_active,mean_latent,p_adj,significant
SSSCA1,-0.16327898314296024,0.2848906967807198,30.042826896907215,33.64284130722892,0.45522510358891194,False
LOC650188,-0.11205584763228515,0.28493533332271065,81.23152000000002,87.79236554216868,0.45526589173353027,False
LOC729193,-0.3266662871010732,0.28504142415121986,5.8934650680412375,7.3910657325301194,0.4553843228267054,False
KRT3,-0.2562613505540446,0.28508101301163924,168.41154341546394,201.1473008433735,0.4553843228267054,False
IRGQ,-0.2878853460888837,0.28508591657799115,9.354419745360824,11.42033853253012,0.4553843228267054,False
Selenoprotein 15,0.07751113645783075,0.28506722535254597,2555.658969072165,2421.975375903615,0.4553843228267054,False
LOC131055,0.25236979928046593,0.28514803056495175,12.849289350515464,10.787187545783134,0.45545300249070364,False
SPATA20,-0.20419797958685335,0.2852413751650541,101.30748807319587,116.71085860361445,0.45554101230522787,False
C9orf62,-0.1618087871833916,0.2852329786656498,178.13218969072165,199.27448939759037,0.45554101230522787,False
RGS21,0.08646787371953517,0.28531769939063484,54.35729525773196,51.19510228915664,0.45558730770591815,False
NEU2,-0.1684828090290264,0.28531225084663664,16.624511480412373,18.68388869759036,0.45558730770591815,False
LOC649578,-0.27602022822631583,0.28532773500282493,9.893206393814433,11.979189568674698,0.45558730770591815,False
LOC402066,-0.14072397318814783,0.28540121235414095,82.62690412371134,91.09270903614458,0.45567408899622674,False
LOC647597,0.06083669702686832,0.28546840994652656,293.9705896907216,281.83194180722893,0.4557508330087188,False
C17orf96,-0.13357770020523865,0.28551919864262365,39.12739915463917,42.923178590361445,0.4558013716587297,False
LOC100132596,0.26020724329785283,0.285650255598588,11.12302460412371,9.28736924698795,0.455980034784586,False
C1orf192,0.14449306766553976,0.2856813528459028,42.82983791752577,38.748034999999994,0.4559991201908169,False
BHLHE22,-0.19734585937820037,0.28585787856385503,14.852280204639175,17.02943178554217,0.45625031763544943,False
LOC651842,-0.12538742459624777,0.2859950861510915,31.85639198969072,34.74897211445783,0.4564346423997621,False
PCDHA9,0.09304234109027605,0.2860235086795631,54.693884690721646,51.27790048192772,0.4564346423997621,False
LOC644452,0.14355841534642153,0.2860308431509906,46.08446445360824,41.71950585301205,0.4564346423997621,False
LOC654135,-0.10799128895521054,0.2862578505156956,75.01168938144329,80.84209578313252,0.45676629422876197,False
LOC283887,-0.2314552417258296,0.28629392894444544,9.662240276288662,11.343649616867468,0.4567932669776655,False
PHPT1,-0.0522801074056225,0.28640573617400533,1155.0513721649484,1197.6755421686748,0.45694105631350984,False
TRHR,0.31550636020717565,0.28648492184503815,7.856801556701032,6.313481407228915,0.45703678384211777,False
LOC100132340,-0.29526370299943244,0.28650963295559395,7.777437557731959,9.543765598795181,0.4570455996987488,False
DTWD2,-0.0713977341048777,0.28655711879544915,13449.953103092783,14132.325433734935,0.4570601393320826,False
LOC651861,-0.2577555257925447,0.28654322425590534,9.60917342886598,11.48889278313253,0.4570601393320826,False
DCLK3,-0.1381069299663972,0.28664058416742366,33.035028052577324,36.353732602409636,0.4571626589422597,False
C12orf24,-0.07552341920445747,0.2867432224051306,133.61550319587627,140.7964374698795,0.45729574155559155,False
LOC283682,-0.2404920130896426,0.28676304979132405,11.053611676288659,13.058687014457833,0.45729674912502266,False
LOC729715,0.1647991017856901,0.28685548697841484,41.48154149484537,37.00372237349398,0.45741353857341205,False
LOC653555,0.22015130397661806,0.286918146593635,16.453356764948456,14.124802002409636,0.4574522156538728,False
IGBP1,0.06269908144480367,0.28690579178478587,857.9137701030928,821.4276819277108,0.4574522156538728,False
LOC646793,-0.19372600024783876,0.28710901048063575,16.335785531958763,18.68346230120482,0.4577258888228726,False
OR5P3,-0.13359312988444322,0.2872143067318401,40.383344556701026,44.301438036144575,0.45786311759051307,False
CCHCR1,-0.13398199549564688,0.287306696273201,32.46935998247423,35.62922105421686,0.4579797541195361,False
LOC643451,-0.37014137480408177,0.2873568937716477,5.528472945360825,7.14543783253012,0.4580291235328491,False
NXNL2,0.15369421524045845,0.28753889076327643,36.98562621649484,33.24806748192772,0.45825789367497555,False
FLJ45974,-0.17108305727267475,0.28753030908804733,18.07918691030928,20.355418075903614,0.45825789367497555,False
DCDC1,-0.17732039180056297,0.2875664029877549,22.096107819587633,24.98587351807229,0.4582710829070363,False
LOC651186,0.18802652600051717,0.28765089051811027,20.483665541175256,17.980677503614455,0.45837506119150107,False
LOC653643,0.10113726025301868,0.2876784800809096,62.30535701030928,58.087146144578305,0.4583883640537429,False
SGTA,-0.10918518012905466,0.2878866179205712,97.13063247422679,104.76693315662648,0.45864376048819266,False
DKFZp686K1684,-0.15305560363923482,0.2879157720732452,103.66684793814431,115.26945012048195,0.45864376048819266,False
FAM155B,-0.28662068599546087,0.2878755763632266,17.869544051546395,21.796908209638552,0.45864376048819266,False
OR5AS1,0.13220566095304695,0.2879006330459097,39.19052840206185,35.75882579518073,0.45864376048819266,False
FLJ44450,-0.17772651594579197,0.28830266529512866,22.39647561958763,25.332654153012047,0.45922936582815255,False
LOC653047,-0.2104206217198321,0.28834814301767914,13.88868712886598,16.06956473493976,0.45927109788795684,False
RP11-529I10.4,0.28728855456329055,0.2884385938328146,186.168931443299,152.5543984337349,0.45938445118860427,False
FAM166B,0.28798220399945923,0.2885035385408985,11.627848265979383,9.523751924096386,0.45945716950730825,False
C6orf79,-0.25536364297331443,0.28884573080127796,11.803009078350517,14.088503282409638,0.4599444804439319,False
GH2,0.15923064890054922,0.2888481455703171,37.37257649484536,33.467235361445795,0.4599444804439319,False
KRTAP7-1,0.19366442369000325,0.2889931428963827,15.485872022680411,13.540567461445784,0.46008310900965826,False
C19orf33,0.2242159859855171,0.2889593425998729,54.47055937731958,46.63007327710844,0.46008310900965826,False
GREB1,-0.15337612481353194,0.28898682299727146,35.735216619587625,39.74360274698795,0.46008310900965826,False
CCDC144NL,0.18686747823021477,0.2890515050350413,30.677561061855673,26.950579816144586,0.4601145265568481,False
CCDC35,-0.11369567047231441,0.2890453325062913,85.16597731958763,92.14927903614456,0.4601145265568481,False
DYNC2H1,-0.09773504029156434,0.28924086067046734,59.46638618556702,63.63451313253012,0.4603675614261057,False
EFNB1,-0.22492772250407958,0.2892491146969714,18.763498018556703,21.92925092771084,0.4603675614261057,False
GDPD4,-0.11928338626498859,0.2892995380916792,101.27906154639176,110.00882999999999,0.4604170549774917,False
PRKAB1,0.06073961232562147,0.2893726032629504,356.88320000000004,342.169786746988,0.46050257364951686,False
TRPC4AP,-0.05319378052795325,0.2895324773812757,2005.215237113402,2080.5296987951806,0.46072621793160984,False
LOC641975,0.13298059785902006,0.2895733312989006,47.1145740515464,42.96592048192771,0.4607604509440094,False
LOC440438,0.1188260291312155,0.28965311798335813,50.28085307216495,46.30548510843374,0.46085662390419696,False
LOC100128526,0.1354423462989619,0.28974032730184,37.71096938969072,34.33171412048193,0.46092434058338716,False
LOC644739,0.07018519655348748,0.28975372222544626,1272.8122402061856,1212.3736638554217,0.46092434058338716,False
LOC645133,-0.10218592264009985,0.2897275230790298,50.372035360824746,54.06927265060239,0.46092434058338716,False
GOLGA8F,-0.20718517967225986,0.28993506395697793,15.826435663917525,18.270568898795176,0.4611204371885363,False
BAT3,0.09480683072381861,0.2899327350674371,1033.172651546392,967.4604096385543,0.4611204371885363,False
CCT2,0.059375448958376535,0.2899120165789191,727.6224340206187,698.2843192771085,0.4611204371885363,False
ANKRD1,0.15321025728556656,0.2900693391894676,27.16111971927835,24.42456213253012,0.46130319542794973,False
CER1,-0.19918124685683825,0.2901235222715076,16.63269733298969,19.095112200000003,0.46135856558801985,False
TNFRSF8,-0.07568737008275836,0.29035205881831083,325.32345051546395,342.846356626506,0.46166035488410995,False
MLPH,-0.3405651816197768,0.29033316201248943,109.0142774886598,138.03960755180725,0.46166035488410995,False
PRKDC,-0.10817601681743871,0.2904120921307052,529.8557061855671,571.1127313253013,0.46172499137945733,False
JUN,-0.12956824789892468,0.2905297329414576,163.6535007319588,179.03140869518072,0.46187545231990296,False
FLJ16369,-0.29470327057239964,0.29054550344062735,7.809081526804125,9.578874453012048,0.46187545231990296,False
TMEM111,0.09943281928691207,0.2906998211001172,6986.366824742267,6521.073927710844,0.4620836257357212,False
LOC400743,-0.19385659312368794,0.29071524923506653,32.11562829896908,36.73441027710844,0.4620836257357212,False
DACT1,-0.16178028412885495,0.29077170431695315,32.07785105154639,35.88442442771084,0.4621116952596915,False
GRK7,0.2872564867536126,0.29076058388476855,10.692925631958763,8.762413169879517,0.4621116952596915,False
LOC647348,0.21913899133757822,0.2907925324111412,16.070577030927836,13.805878951807228,0.4621139683563883,False
LOC653180,-0.31810587844615346,0.29094122948862733,6.2193552821649485,7.753624734939761,0.4622720786714365,False
LOC731714,0.28343999451343027,0.29093013932713463,8.104333215463917,6.658759796385543,0.4622720786714365,False
MMPL1,0.14181773316030227,0.2909502391638131,54.94833313402062,49.803874602409635,0.4622720786714365,False
LOC339782,0.11295225935479661,0.2910041693152014,51.33466964948454,47.468854698795184,0.4623269306832973,False
PPP2R3A,-0.15053398125431106,0.2913596764333982,768.7973092783504,853.3498144578313,0.46286086767623674,False
LOC642528,0.10548945727849922,0.29139468232346444,46.95427648453608,43.64350908433735,0.4628856115884439,False
ERCC-00171,0.32744381206906925,0.2914911108714043,10.719346292783506,8.542753831325301,0.46297704742245915,False
GSTM5,-0.18785021788004616,0.29148446835247727,15.97578414742268,18.197458361445783,0.46297704742245915,False
GGTA1,0.1401556029108393,0.29155359580465773,46.7222173298969,42.39673422891566,0.4630454208569574,False
SEZ6L2,0.11970332907503071,0.291598922515346,85.83490927835051,79.00046722891567,0.4630556679831415,False
ITSN2,0.12233829105225924,0.29158616935692394,38.30944265824742,35.194786783132535,0.4630556679831415,False
SAR1P3,-0.28212457031844695,0.2916476054566211,8.910649558762886,10.835209730120482,0.46310210656489265,False
KRTAP27-1,0.14943381947159545,0.29173925278165,34.1479410556701,30.78792791566265,0.4632167567993367,False
DERL3,-0.09436986285544025,0.29191571893109514,51.887471134020615,55.39501243373494,0.4634660561209916,False
MRPS16,-0.058878295036177704,0.292041643950208,732.1426979381444,762.6405060240963,0.4636350848877653,False
C7orf51,0.15450531231879772,0.29212015548962855,31.297276917525775,28.118737602409634,0.46372882416401817,False
LOC729264,0.1573150932298254,0.29216711270681955,46.25504092783505,41.47653881927711,0.4637724630873242,False
NBAS,-0.05896407148688761,0.29219669957434263,204.58310824742267,213.11780120481927,0.4637885251488817,False
SPANXA2,-0.1641749088544544,0.29225847295396523,18.794695032989694,21.05992669879518,0.46385566963239927,False
SNORD36C,-0.140742538495803,0.2924515899767775,174.5269693814433,192.41116674698793,0.46411127110178774,False
FLJ27465,0.1274014304707807,0.2924584813743037,52.5459783402062,48.10473542771084,0.46411127110178774,False
LRFN5,-0.19115778246152676,0.29249852625068773,18.27217444329897,20.860968110843373,0.4641439013435112,False
MMP26,-0.15870077237329921,0.29266317089950283,21.573246516494848,24.08181406987952,0.46427800806159747,False
TMEM199,0.07399984155421042,0.2926624672701659,340.3387929896907,323.3220191566265,0.46427800806159747,False
PI4K2A,-0.08063101240276832,0.29263954575485207,102.93641268041236,108.85324554216866,0.46427800806159747,False
SPOCK3,-0.3415533193203803,0.2926563184575564,5.249581429381443,6.651850362650603,0.46427800806159747,False
LOC284577,0.16613965683857024,0.29268048210003234,24.87515579381443,22.169341289156627,0.46427800806159747,False
FAM10A4,-0.0710612344010905,0.29271792934384977,2106.243443298969,2212.585843373494,0.4643064938250571,False
LOC652259,-0.23223691198330149,0.29276859342946643,10.144281341237114,11.916029289156628,0.4643559388329014,False
KIF21A,-0.06572174566194693,0.2928581869472154,210.05045793814435,219.84057409638555,0.46446711854360645,False
LOC729956,0.23263104711562638,0.29292253903637394,15.475427024742269,13.170847418072288,0.4645382537254384,False
IDS,0.06282023817899979,0.2931586001698318,1451.6881762886599,1389.8328216867471,0.4648816702287095,False
KIF26A,0.17914899120424013,0.2931904863010162,24.80091640206186,21.90476046498795,0.4649012882820227,False
DHX58,0.19795501343783828,0.2932212481996197,190.7660149175258,166.30703108433738,0.46491912118865497,False
LOC128102,-0.29461062183330033,0.2932672143222241,7.421225144020619,9.10253256987952,0.46496105728725834,False
LOC154860,0.18782341367040392,0.2933213967394933,20.308732288659794,17.82963010361446,0.46501601347740396,False
RNF32,-0.19215674110554695,0.29348777257298,15.779766003092782,18.027914999999997,0.4652488159439781,False
LOC727868,-0.2564133981428614,0.2935319853789075,10.235625554639174,12.226510186746987,0.46528794248996697,False
GPRC6A,0.1431024794079301,0.29355462285825046,33.73292361030928,30.547511999999998,0.4652928662908916,False
PPM2C,0.15012320914375377,0.29357626342987625,109.93917783505154,99.07427337349397,0.46529620941320887,False
GPR81,0.22202851233362342,0.293707157202225,11.73323331443299,10.059594263855422,0.46545161446878475,False
LOC728318,-0.29871289640974996,0.2937133912735273,7.954640366391752,9.784577819277109,0.46545161446878475,False
CCDC155,-0.17094762698734706,0.2938394576816802,20.357194855670105,22.918083481927713,0.46562042040379586,False
LOC339804,-0.07942181934348018,0.29388970799477643,63.64284563917526,67.2446813253012,0.46566907306681465,False
ACSM3,-0.12431440006037786,0.2939720222684043,56.38508659793814,61.45915927710843,0.46576852131552243,False
LOC647370,0.10992680716632171,0.29406276122572983,42.88917094845361,39.74261001204819,0.4658813034967455,False
MAP3K7IP2,0.10469318972723887,0.2941477493347315,170.47532649484538,158.54251397590363,0.4659594774194721,False
ATL2,-0.17593559552719945,0.29415122280617223,32.283939701030924,36.471062783132524,0.4659594774194721,False
MCOLN3,-0.11331689733157999,0.294271527031223,62.88840886597938,68.02716807228916,0.46611905508409746,False
SRD5A2,0.29524302452824425,0.2942952337718118,9.236140546391754,7.526854598795182,0.4661195761453967,False
LOC389300,-0.23767794176451607,0.2943109878847776,10.251244898350516,12.087174683132531,0.4661195761453967,False
IDH2,-0.07095015542506737,0.29456252049508763,547.1960711340206,574.7792686746986,0.46648693251043494,False
MIR933,-0.144557017214113,0.29463233958916163,21.934348587628865,24.24603565060241,0.46656648670783024,False
LOC341604,0.15513258504039915,0.2946806837406964,33.414236268041236,30.00764944939759,0.4666120258394556,False
ADAM32,0.1434121991636829,0.2947677111407993,28.548295154639174,25.846920349397593,0.4667188078231598,False
MFAP4,-0.14320042150514184,0.29488337250062113,51.62740489690722,57.014841012048194,0.4668709100207548,False
ZNF132,-0.32188652572346416,0.2949604276426604,6.055721356597938,7.569433590361444,0.466961873187872,False
SLC12A1,0.2563484616395428,0.2950552361217777,11.319158041237113,9.476447204819276,0.4670809283094631,False
AQR,-0.04449136915429008,0.2950810827734637,420.4439701030928,433.6120722891566,0.46709080630646016,False
LOC729148,-0.06647355537270909,0.2951054816813538,636.6994948453608,666.7223891566265,0.46709839147531,False
DNALI1,0.24486886605018224,0.2952586110758284,11.94927596701031,10.083904349397592,0.46730971908447116,False
LOC100128591,-0.17074814482216996,0.29541117929518973,35.32859903298969,39.76735708433735,0.46748907428917924,False
NES,0.347687623722925,0.2953975493713272,5.6175028814433,4.414473356626506,0.46748907428917924,False
MAP1D,-0.17679728812217835,0.29544348397924103,19.859133107216493,22.44820261445783,0.4675091410719003,False
LOC728400,0.11260401895929292,0.29546508664704796,66.47217701030928,61.481253734939756,0.4675122714660351,False
ATP1B3,-0.07386349373023057,0.2954850086534305,2089.5163958762887,2199.281953012048,0.46751274232255263,False
LOC100130852,0.34015308628298074,0.29568439342108366,8.568845975257732,6.769024007228915,0.4677660737413159,False
ECOP,-0.06273065932570197,0.2956775186205722,350.938487628866,366.5344590361446,0.4677660737413159,False
LOC651845,0.13875161770034933,0.2957674916965684,35.10212724742268,31.88343007228915,0.4678664644546712,False
ZCCHC4,-0.1960386344271656,0.29581057705075314,17.546573896907212,20.10045271686747,0.4679035506991629,False
MIR1909,-0.1252381522952337,0.29584884239902237,76.12931371134022,83.0333108433735,0.4679330083967541,False
LOC641846,-0.3010851220406763,0.2959313161799932,7.538794703092784,9.288328565060242,0.4680323803595551,False
SOCS5,-0.12151896159995874,0.29603268034333535,40.01340340515464,43.52976725301205,0.4681616133709027,False
NCKIPSD,-0.07798731658383819,0.296073463310145,195.53138721649486,206.39206819277112,0.46819502930219614,False
FAM47E,0.28091553102879535,0.2961536381478043,11.396888872164949,9.380420616867472,0.4682458412490833,False
MRGPRD,-0.13968818764688087,0.29616456096802196,53.37259029896907,58.79882062650603,0.4682458412490833,False
LOC644421,0.15594589761058625,0.296147646937573,21.62585836082474,19.41015311807229,0.4682458412490833,False
LOC643319,-0.08625445882649911,0.2962240533018845,1666.4014979381443,1769.069221686747,0.46827774530927635,False
LOC100128811,0.12853626635013274,0.29621924380899844,70.00086195876288,64.03392397590362,0.46827774530927635,False
LOC727944,-0.12621151069353143,0.2965292485857538,29.01434328865979,31.666947036144578,0.46861589478799115,False
LOC649021,0.2050102743202192,0.29657565569905314,26.168907560824742,22.7023780313253,0.46861589478799115,False
LOC643492,0.12140710381847404,0.296549796038353,39.121905814432985,35.96440032771084,0.46861589478799115,False
LOC654106,-0.19806712049463024,0.2965149048000874,15.01199080103093,17.221161280722892,0.46861589478799115,False
BAP1,-0.049112261770479886,0.29648486502039556,411.62682989690717,425.8806795180723,0.46861589478799115,False
RTF1,-0.16369883915934483,0.2965561709990102,972.4258690721651,1089.268048192771,0.46861589478799115,False
RGR,0.10232448275815786,0.296491552442383,70.18190463917527,65.3766121686747,0.46861589478799115,False
NME2,-0.10130088737628382,0.29662080589347134,1195.2833608247422,1282.2286590361446,0.46865615192997534,False
VPS53,-0.10828766876256063,0.29696745531801605,50.4050287628866,54.33400312048192,0.46917273612581045,False
SNORA55,0.12403552743923868,0.2970721427721798,45.212701222680415,41.48795614457831,0.46928726449995367,False
SYT10,-0.2185206732736469,0.2970793449995299,15.565564154639176,18.111154820843378,0.46928726449995367,False
TRIM6-TRIM34,0.310258961322099,0.2973526528155841,9.893328822680411,7.978939831325301,0.4695588983260886,False
EMP1,0.14267991423466525,0.2974074191438063,67.71677573195876,61.340221156626505,0.4695588983260886,False
OR10H1,0.21439667006132135,0.2974034750877867,13.674642974226805,11.78626408313253,0.4695588983260886,False
HNF4A,-0.17482137010604337,0.2972808221858471,17.832609103092782,20.12988834939759,0.4695588983260886,False
LOC654096,-0.09886478578139192,0.2973713079063739,93.84940164948452,100.50618168674697,0.4695588983260886,False
KCNV1,-0.27279838235140896,0.2973114663383878,12.177990062886597,14.71282641807229,0.4695588983260886,False
LOC139542,-0.3789148183305597,0.29731262464628794,5.780086761855669,7.516213079518073,0.4695588983260886,False
PXT1,0.29226703566301776,0.29740898362264834,7.8775566999999995,6.432953220481927,0.4695588983260886,False
LOC388820,-0.2820287715077465,0.2974384458763816,11.206640330927836,13.626193555421684,0.4695742939770072,False
LOC645535,0.14297701013019865,0.29746304099021437,39.029229865979374,35.34676015662651,0.46958200420846047,False
DHRS1,-0.05689807995097096,0.2975606341959454,1525.123113402062,1586.4739,0.46970494225086185,False
LOC51149,-0.24321076190382057,0.2976623195544212,10.524428956701032,12.456965895180723,0.4698343231130309,False
BRCC3,-0.17754679702628284,0.2977875756384608,45.44835205154639,51.40022877108434,0.47000088872631857,False
TRIM56,0.064341606942856,0.29781570976331617,1636.2743226804123,1564.9027783132528,0.4700141539378258,False
CSRP2BP,-0.11493439435210631,0.2979602925858372,105.77681724742268,114.5484443373494,0.4702111851001855,False
LETM2,0.152505023969233,0.2980024072473466,31.315997350515463,28.17459363855422,0.4702464958504033,False
FKBPL,-0.08010778950500037,0.2980450411856614,66.76073340206186,70.5725721686747,0.4702826212853365,False
RFNG,0.05981685333821778,0.2980968774580682,1636.8176711340204,1570.3398,0.4703332612546234,False
AXL,-0.18690355792553048,0.29817031002940964,19.146362107216493,21.79464731204819,0.47041796661129975,False
LOC400388,0.10979176730153754,0.29820351380039584,45.272990049484534,41.95546734939759,0.47043919669338646,False
C11orf53,0.25932037940589475,0.2983265033575094,13.80054635773196,11.530099831686748,0.4706020586336873,False
LOC100132521,-0.16134679596883542,0.2985776409422188,49.26331244329897,55.09267191566266,0.4709670356992967,False
LOC728969,0.06221785770496676,0.298685263208564,319.98630206185567,306.4798638554217,0.47110560284809455,False
LOC100101117,0.1882051984240524,0.2987464551676594,36.47030897938144,32.009879012048195,0.4711709236318537,False
NRXN1,0.22702632095678407,0.298831484751658,14.744187141237115,12.597347283132532,0.4712426332983881,False
FAM96B,0.05512305055466518,0.2988129469794266,1604.6717010309278,1544.516321686747,0.4712426332983881,False
LOC643430,0.18515608387223484,0.29900239816764423,19.208228151546393,16.894672225421687,0.4714809459589481,False
LOC650566,0.14718032399109232,0.2990244992786513,28.698432469072166,25.915075807228916,0.4714845884118943,False
LOC650243,0.28464131597974873,0.2991398869081324,9.56987722886598,7.856349442168675,0.47163530945151816,False
PNPO,-0.043716705045832416,0.2992621361263396,1391.1709164948456,1433.9715313253014,0.47179682806814827,False
GPR113,0.14266965942627358,0.2993083917611586,29.244497298969073,26.490875614457835,0.4718385267950027,False
FAM189A1,0.31473539922090915,0.29937574483012946,11.37172305216495,9.142847553012048,0.4719134764168712,False
FKBP8,0.11888680844215124,0.2994199191346256,1314.8304865979383,1210.8246951807228,0.4719518812719456,False
LOC131909,0.16743696164778357,0.29963175109384976,21.42245255257732,19.075048100722892,0.47222328700111027,False
PRR14,-0.04535241992805431,0.2996265226392804,4360.341030927835,4499.58951807229,0.47222328700111027,False
LOC651536,0.13427840212856898,0.29971395013056884,56.073184329896904,51.08970477108434,0.4723215872170762,False
SLC5A3,0.2311889508323131,0.29974053745188206,20.326958473195877,17.317196743373493,0.47233224128298623,False
KRTAP9-4,-0.11781269845478302,0.2998830797342819,40.97760524742268,44.464327734939765,0.4723388812479352,False
SPHK2,-0.043550308769384274,0.2998787751586244,1070.9763793814432,1103.7986072289157,0.4723388812479352,False
LOC441763,0.3851139150140482,0.2998835402289812,49.208256831958764,37.679674337349404,0.4723388812479352,False
PKD2,-0.14037689225575176,0.2998577822400336,106.45803398762885,117.3373016819277,0.4723388812479352,False
WNK3,0.11139183644628708,0.2997852401121448,53.84350597938145,49.842641084337345,0.4723388812479352,False
LOC644994,-0.17016858190588188,0.29982180491731236,20.45759350927835,23.018678777108438,0.4723388812479352,False
LOC646209,-0.3140534451191519,0.2997819594546278,7.958288290721649,9.893709962650602,0.4723388812479352,False
KISS1,0.11182191161977093,0.2999368158968593,43.67519908247423,40.41784403614459,0.4723915618875366,False
LOC100131510,0.10590248617823891,0.3000035700011607,50.34855944329898,46.78506360240963,0.47246546229507835,False
LOC649365,-0.12979592796079267,0.30002354802079517,53.00645147422681,57.996421686747006,0.4724656917305264,False
ZNF354A,0.3540220124719858,0.300045174799233,16.84422908453608,13.178922206024096,0.47246851736678747,False
LOC642960,0.11713716580499849,0.30016486349442045,71.08776154639176,65.54401460240965,0.4726257463997077,False
SSX6,-0.2628175568333623,0.3003402454190418,8.976917405360824,10.770681842168674,0.4728706408444804,False
LOC649977,-0.15929745614379653,0.30040348082672047,24.615508567010313,27.489201544578304,0.47293894552834803,False
RAB43,0.05773520659313639,0.3006175175973031,466.4776154639176,448.1782530120483,0.4732446389823929,False
LOC727869,-0.11413429526604135,0.30070346863162073,83.1875806185567,90.03603060240964,0.4733339335573062,False
ACBD3,-0.05687687017093907,0.30071397743314565,726.8725938144329,756.1012192771084,0.4733339335573062,False
KCNAB1,0.30937133610218565,0.30077428344172863,54.22760445670103,43.76131538554217,0.4733975789133391,False
C10orf31,0.25545423177313326,0.3008433590939285,10.673359792536084,8.941322575903616,0.47347501775085277,False
LOC100133390,-0.14535118774772102,0.3010545303344355,102.22257463917526,113.05815204819275,0.47377606527660576,False
HCFC2,0.10277456991116428,0.30109176324012016,102.01190248453608,94.99759677108435,0.47378975081680075,False
LOC646909,0.29759268825840635,0.3011228903629761,53.21970728865981,43.300025879518074,0.47378975081680075,False
LOC100130488,0.13102887116032869,0.30111067188253954,37.98530698969073,34.687421698795184,0.47378975081680075,False
SLC16A13,-0.15061234499826062,0.3011698103742205,113.76170670103093,126.28010445783136,0.47383228058017807,False
MNX1,-0.12098040652763307,0.3013221935590458,79.60329543298968,86.56648397590362,0.4740094174034039,False
CLCA1,-0.15122115586446158,0.30130425763840374,21.96287529587629,24.38997187831325,0.4740094174034039,False
INCA1,-0.11970470989056643,0.3013439185745945,35.49409237731959,38.56477337349398,0.47401229265120937,False
LOC442180,0.1243139265611089,0.3013807497159027,90.34068082474224,82.88217481927711,0.4740389278015284,False
LOC647591,-0.21881568031096843,0.30143970533652226,11.487084541237113,13.36841443373494,0.4741003565215534,False
SLC20A1,0.0457072304221235,0.3015084896077224,2640.79281443299,2558.4390915662652,0.4741772344814346,False
SLC10A7,0.09068817692886674,0.30157801725997035,123.32630129896907,115.81260893975906,0.4742552713172007,False
LOC653160,0.20822910894405058,0.3017012928942857,28.512795834020615,24.680650186746988,0.4744178152224798,False
PRY,0.15531863849794414,0.30181301006369765,24.633972897938147,22.11968256506024,0.474562163470891,False
LOC100129285,0.21054397825475588,0.30186951775150306,14.472786326804124,12.507545673493976,0.4746196885819731,False
EFCAB1,-0.24001675142384804,0.30205877028252753,12.369876495876289,14.608902990361447,0.4748859027546132,False
OR4C13,-0.1702199041119277,0.3021602395731342,31.938274258762885,35.937903891566265,0.4750084437967952,False
LOC391334,0.0738341186459764,0.30217659260968105,229.77554329896907,218.3119542168674,0.4750084437967952,False
LOC255275,0.10947168632488095,0.30220011569977523,67.66075144329896,62.71660710843373,0.4750140773499436,False
LOC651553,0.16330663060585848,0.30242637316281806,19.873902097938142,17.746918373493976,0.47533835771312366,False
LOC648025,0.12677962362606854,0.3025189589191962,33.383116809278356,30.574714650602413,0.47539711250182837,False
LOC100132474,0.15652663693813007,0.30249106579379315,23.770141479381447,21.32615462891566,0.47539711250182837,False
FAM123A,-0.20421958199378223,0.3025435764865978,22.70359184742268,26.155967590361445,0.47539711250182837,False
LOC391126,0.19189182476209635,0.30254250146510686,1105.8736597938146,968.1448036144578,0.47539711250182837,False
C3orf43,0.17973408704565438,0.30262876672916195,13.39421281958763,11.825291187951809,0.4754996115148941,False
NNAT,-0.1237738856968129,0.30270372134181694,87.08903020618558,94.89058120481928,0.475586015532949,False
LOC283710,-0.08344114870523699,0.302727789129101,48.02273481443299,50.88211760240964,0.47559246375775344,False
TM2D3,-0.06117153108076054,0.3029414711318733,1991.564158762887,2077.8240445783135,0.4758695946914643,False
SLCO4C1,0.13257995632452285,0.30294970333326526,107.12521305154638,97.71948173493976,0.4758695946914643,False
SERPINB13,-0.21850595124727082,0.30296411630296094,13.192243082474226,15.349544443373492,0.4758695946914643,False
LOC646731,0.1523483728026352,0.30302146237907684,39.36916992164949,35.42377396385542,0.47590876305739954,False
AQP7P2,-0.12740764199085786,0.3030290067085461,46.21896181443299,50.48631909638554,0.47590876305739954,False
RBMX2,-0.06567968870962933,0.3030618067498892,298.0645951546392,311.9478156626506,0.47592890060663223,False
AJAP1,-0.11500763972820775,0.3030917197608227,65.95005479381443,71.42264180722891,0.47594450200132354,False
WDR45L,0.06035301313969857,0.3032252868475502,301.8864687628866,289.51800674698796,0.4761228584609272,False
CWC22,-0.1551015478755899,0.3033033436182473,53.55152611340206,59.62962390361445,0.47621403512934196,False
CARM1,-0.12227989284516935,0.3033750684557724,4473.528539175258,4869.228192771084,0.47626387188282476,False
LOC653537,-0.15806480071728288,0.3033652776937671,25.88244593814433,28.879359819879515,0.47626387188282476,False
LOC653676,0.1812088710872648,0.3034005507003223,19.422525654639173,17.129961942168674,0.4762724907310081,False
MYO1E,0.12150193832402237,0.303499844821834,34.67894264948453,31.8779305060241,0.47636467181634645,False
LOC728470,-0.1619124582278112,0.3034958187290997,25.538562364948454,28.571757313253013,0.47636467181634645,False
