"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"ILMN_2072541",0.167307763870831,8.59221392728304,1.99873463309593,0.0471109198063651,0.139234024044964,-5.05618444787872,"RAB11FIP2"
"ILMN_2095597",0.135941707733573,6.86774352349888,1.99862223261194,0.0471232026673523,0.139260982201767,-5.05640377560711,"CDH16"
"ILMN_1812256",-0.113418857624606,5.54383279414569,-1.99838332798812,0.0471493186243139,0.139328814296616,-5.05686991239783,"GANC"
"ILMN_1738793",-0.0837213498563889,6.17393076197594,-1.99835391657798,0.0471525345930199,0.139328971113303,-5.05692729454157,"ZNF71"
"ILMN_1746928",-0.138361384716057,5.76829371655958,-1.99828674907835,0.0471598796706355,0.1393413280147,-5.05705833640449,"TMPRSS11D"
"ILMN_1677261",-0.124698763068973,5.28135934810191,-1.99824883681179,0.0471640259811854,0.13934423262892,-5.05713230028649,"LZTS1"
"ILMN_1724194",0.0933477268846801,10.8019538062773,1.99797519159631,0.0471939626154225,0.139423328225604,-5.05766612097421,"NPEPL1"
"ILMN_1731718",0.0930610919932571,6.0996919750175,1.99776581210793,0.0472168794943251,0.139481676408565,-5.05807452632996,"POLR3H"
"ILMN_1815777",0.0707591406710844,6.61418184790453,1.99767009618043,0.0472273588792411,0.139503278078821,-5.0582612114767,"NBPF12"
"ILMN_2065273",0.133087384777015,4.97930062477657,1.99739989330259,0.0472569524761617,0.139581333882755,-5.05878817123491,"NPY6R"
"ILMN_1762426",-0.0937965403102456,8.57556238769178,-1.99724149663366,0.0472743079615722,0.139621227492432,-5.05909705062155,"DHFRL1"
"ILMN_3239307",-0.0882840896826451,5.67032534019239,-1.99721877495979,0.0472767980131465,0.139621227492432,-5.05914135680645,"LOC100132315"
"ILMN_1809384",-0.238467791257125,7.26981609838324,-1.99693398331167,0.0473080175540526,0.139704061223676,-5.05969664607299,"CYP4F12"
"ILMN_2204360",-0.0869432684485973,6.40714339533841,-1.99689927225339,0.0473118238579457,0.139705935967715,-5.05976432081835,"TTTY1"
"ILMN_2365686",-0.118368282433066,8.54857620117403,-1.99675770867622,0.0473273499570136,0.139742415239386,-5.06004030993449,"ALG8"
"ILMN_1803398",-0.0948095635015829,11.0488493522066,-1.99670391742835,0.0473332506877948,0.139750470914749,-5.06014517521222,"SRF"
"ILMN_3292188",-0.081804846143597,5.77185114598727,-1.99666544095083,0.0473374718190449,0.13975356685884,-5.06022018290262,"LOC401913"
"ILMN_2088876",0.104515017125532,5.17122257549524,1.99660846229856,0.0473437233509354,0.139755890746184,-5.06033125698211,"MAGEC2"
"ILMN_3245020",-0.0914009384717218,8.33935004280701,-1.99660043485985,0.0473446041543961,0.139755890746184,-5.06034690541245,"WASH1"
"ILMN_1738251",-0.126658339736801,8.24173328376761,-1.99648157886944,0.0473576471463269,0.139785025089979,-5.06057859240325,"DRD3"
"ILMN_1759613",-0.0756619991755354,6.14544023492888,-1.99642288268588,0.0473640894584898,0.13979467368415,-5.06069300450219,"PNMA6A"
"ILMN_1699878",0.0814051593254312,6.46216534762871,1.99636820244419,0.0473700916617046,0.139803022094985,-5.06079958572776,"RAB27A"
"ILMN_1658152",-0.0966169525909546,7.27862778400802,-1.99632312495618,0.0473750402637949,0.139808260109897,-5.06088744742829,"MAP3K10"
"ILMN_1723984",-0.100929068642653,6.61542293375533,-1.99600759185277,0.0474096917283327,0.139901147529795,-5.06150240800981,"PILRB"
"ILMN_2391683",0.0926220978054877,6.25388885347067,1.99595815375628,0.0474151229068904,0.139907802208549,-5.06159875232292,"LMX1A"
"ILMN_1751692",-0.159219563317852,7.26339888053797,-1.99579682327422,0.0474328500467367,0.139950735258459,-5.06191313515758,"ZNF17"
"ILMN_1708891",0.082482785479133,6.86041861811603,1.99567609836426,0.0474461190843456,0.139980509797368,-5.06214837447375,"SCFD2"
"ILMN_1749212",-0.0782216550967405,7.30590994893667,-1.99554366730154,0.0474606783799197,0.140014086747512,-5.06240640822396,"TMEM189-UBE2V1"
"ILMN_3225624",0.0993533122682626,5.91654890380544,1.99495085398541,0.0475258979191593,0.140197102339576,-5.06356126745801,"LOC728737"
"ILMN_3227955",-0.103467908774998,6.46078084214624,-1.99488420949454,0.0475332346936779,0.140209355932182,-5.0636910770086,"LOC728500"
"ILMN_2259119",0.13192359559615,8.05063768237987,1.994803234436,0.0475421503869668,0.140226264927772,-5.06384879392602,"PRMT2"
"ILMN_1683901",0.065764762301634,6.50590396238464,1.99433229521273,0.0475940308674886,0.140369695636126,-5.06476593122625,"AMN"
"ILMN_1666378",0.122933010074603,4.92669018403769,1.99430286326066,0.0475972747973125,0.140369695636126,-5.06482324201811,"MAGEC1"
"ILMN_3255061",0.122908343696794,7.86814292795916,1.99427186418347,0.0476006916551007,0.140369695636126,-5.06488360348815,"CYTSB"
"ILMN_1654613",-0.120485184738615,6.86918257688169,-1.99424615970852,0.0476035250756644,0.140369695636126,-5.06493365461612,"THRA"
"ILMN_2368856",-0.0789425858874697,6.36244708627394,-1.9942143891778,0.0476070273589265,0.140370626652481,-5.06499551656681,"KCNIP1"
"ILMN_1807872",-0.0818795622317259,6.19989419345698,-1.99409708153052,0.0476199608764738,0.140399363936118,-5.06522392383815,"LOC651065"
"ILMN_2283196",-0.069551202213491,7.90894302628197,-1.99405022545499,0.047625127730608,0.140405200218245,-5.0653151527298,"ZSWIM3"
"ILMN_3307710",-0.0895635412338391,5.90511304336374,-1.99371366429192,0.0476622545443354,0.140505251618318,-5.06597037781336,"NANOG"
"ILMN_1662603",-0.080598776972737,6.45620432333418,-1.99331996747151,0.0477057152454109,0.140623960270048,-5.06673670155212,"LOC389111"
"ILMN_3291705",0.0711298879267215,6.77792267496392,1.99328314137802,0.0477097822425774,0.140626538478941,-5.06680837546689,"LOC645978"
"ILMN_1749379",-0.0994451382515233,6.01328457485703,-1.99318690763465,0.0477204114841921,0.140643847927507,-5.06699566735892,"GALNT9"
"ILMN_1786628",-0.106396372410961,6.92463556169655,-1.99317216293313,0.0477220402481771,0.140643847927507,-5.06702436300507,"LOC653355"
"ILMN_1726388",-0.117389182753847,5.08834573884846,-1.99306934546991,0.0477333992229055,0.14066791337759,-5.06722445727189,"ACBD7"
"ILMN_1688935",-0.0778029605547772,6.65470431401044,-1.99300627021007,0.047740368728279,0.14067904092912,-5.06734720388163,"DLK2"
"ILMN_3309344",-0.0925669933424933,5.99367126805659,-1.99296827383754,0.0477445675563778,0.140682003038528,-5.06742114432526,"MIR640"
"ILMN_1698706",0.104427407968196,5.68279853967996,1.9926692189504,0.0477776258488862,0.140769001825045,-5.06800305410974,"NID2"
"ILMN_1714155",-0.0887334879028501,6.56047988820606,-1.99262163844862,0.0477828873073778,0.140769001825045,-5.06809562993899,"LOC653264"
"ILMN_1769011",-0.0779609832278814,6.90282187597561,-1.99261447103932,0.0477836799230416,0.140769001825045,-5.0681095751499,"C8orf79"
"ILMN_1779446",-0.0887233510497785,6.14954810800094,-1.99257502703662,0.0477880420798591,0.140772438254639,-5.06818631818982,"LOC652655"
"ILMN_1743870",-0.0850594977645382,6.60247185563452,-1.99217119140688,0.0478327221342125,0.140894633415861,-5.06897194518999,"KIF27"
"ILMN_2310001",0.0693414048637084,6.53708836655509,1.99205655328358,0.0478454120537818,0.140922589354182,-5.0691949358801,"MOG"
"ILMN_1755041",0.159137079661557,4.59353589199442,1.99185182351249,0.0478680818056904,0.140979933918732,-5.06959313961963,"PPA2"
"ILMN_3307799",0.0901425587120102,10.2703108555335,1.9917581402696,0.0478784583970292,0.140999456024208,-5.06977534244317,"PSMD4"
"ILMN_2055036",-0.0802916158591609,6.69963356269486,-1.99173418586001,0.0478811119535568,0.140999456024208,-5.06982192961857,"KLHDC1"
"ILMN_1653514",-0.124760726939812,8.38911317486913,-1.9915840511104,0.047897746011121,0.141039011332613,-5.07011390347119,"RBBP4"
"ILMN_2411127",-0.151204713679148,8.13451546879353,-1.99131402151267,0.0479276760431741,0.141113246225342,-5.07063898923584,"C21orf57"
"ILMN_3203868",0.096890168505599,6.3930263061253,1.9912988017945,0.0479293634656095,0.141113246225342,-5.07066858269315,"LOC649873"
"ILMN_2306631",0.135195704067072,4.56024915669502,1.99121959789879,0.0479381456780042,0.141129670203954,-5.07082258448694,"SP8"
"ILMN_1738101",0.09873817943045,5.91551995676098,1.99091687167011,0.0479717248495866,0.141215027180404,-5.07141114267796,"TTLL13"
"ILMN_1807424",-0.0786789508900183,6.3588121353014,-1.99090041625853,0.0479735506970273,0.141215027180404,-5.07144313271751,"LOC646918"
"ILMN_1778104",0.111666398162134,8.28698969697015,1.99043119345313,0.0480256391553098,0.141358908888852,-5.07235521583608,"ACADM"
"ILMN_2106931",0.185947262530089,7.05142473429403,1.99028024059601,0.0480424066257893,0.141398814343064,-5.07264859675579,"PPP1R15B"
"ILMN_1722506",-0.0909711354029019,6.1996388487825,-1.99016068511224,0.0480556900725512,0.141419602567882,-5.0728809409213,"KIR2DS1"
"ILMN_3199961",-0.082564196236981,5.83627858663118,-1.9901588817344,0.0480558904642033,0.141419602567882,-5.07288444550406,"LOC151300"
"ILMN_1717990",0.0739679823897195,6.69681256867902,1.99009535491731,0.0480629500266055,0.141422610198593,-5.07300789799663,"CALD1"
"ILMN_3245033",0.0841744924906349,6.28667588561732,1.99009190575902,0.0480633333473277,0.141422610198593,-5.07301460068294,"LOC100132396"
"ILMN_1670532",0.121640495851612,8.67625676025087,1.98996459886316,0.048077483356299,0.141446604941488,-5.07326198606711,"GMCL1"
"ILMN_3246713",-0.0774691775024126,6.49800913028659,-1.98996076037909,0.0480779100540034,0.141446604941488,-5.07326944485317,"SNORA22"
"ILMN_3275929",0.0856741204710145,6.53492465906913,1.98990009043253,0.0480846547380616,0.141457000525334,-5.07338733439473,"LOC152845"
"ILMN_2396691",0.0946406865849312,5.86620855471648,1.9894855208463,0.0481307639342291,0.14157863916543,-5.07419280453737,"AKAP9"
"ILMN_3294612",-0.117637911030761,6.39720692379829,-1.98947054213462,0.0481324305950258,0.14157863916543,-5.07422190377298,"LOC100131265"
"ILMN_3200189",-0.0835062565879685,5.87982677882056,-1.98941571636855,0.0481385314000903,0.141581188826545,-5.07432841233778,"LOC100131904"
"ILMN_1795930",-0.121257925706303,10.6769162138509,-1.98938345998318,0.0481421210753789,0.141581188826545,-5.07439107465083,"PTGER4"
"ILMN_1802831",-0.0902338175461619,7.55926983216008,-1.98937610610255,0.0481429394890654,0.141581188826545,-5.07440536040455,"MTMR12"
"ILMN_3248338",-0.0967970963659122,6.00264158507605,-1.98922316003589,0.0481599635347958,0.1416217993105,-5.07470246416,"LOC653560"
"ILMN_1683990",-0.109000922332074,6.3849265001211,-1.98914890540174,0.0481682304716795,0.14163665446285,-5.07484669882289,"C1orf89"
"ILMN_2222065",0.0932226667675558,7.79902847912022,1.98900303370887,0.0481844741980773,0.141673264221331,-5.07513002982293,"FZD1"
"ILMN_1658800",-0.0820503060157147,9.95516769559325,-1.98897934008348,0.0481871130695831,0.141673264221331,-5.07517604878972,"BRPF3"
"ILMN_1790384",-0.0914503099450643,6.89749983668848,-1.98882964385271,0.0482037882791053,0.141712832186524,-5.07546678430375,"LOC654202"
"ILMN_1695893",-0.0857823516201313,6.68238814686035,-1.98874771897132,0.0482129162597546,0.141730208485716,-5.07562588747136,"NXPH4"
"ILMN_3246345",0.0779426572720912,6.04711797593464,1.98870730205431,0.0482174200076677,0.141730339236955,-5.07570437730283,"CLRN1OS"
"ILMN_3309184",-0.0830804084305097,6.16509386462085,-1.98868957426492,0.0482193955675068,0.141730339236955,-5.07573880426626,"MIR920"
"ILMN_1747850",-0.0946503889016359,6.08216993512667,-1.98823735366058,0.0482698135774221,0.141869065779225,-5.07661690702689,"CRIM2"
"ILMN_1652998",0.0966142199327242,5.13973129194352,1.98791478617537,0.0483058038542464,0.1419590313185,-5.07724313802148,"HIST1H2BL"
"ILMN_1707630",-0.0774025112353067,6.15726128136752,-1.9878993832733,0.0483075229922887,0.1419590313185,-5.07727303870904,"USH3A"
"ILMN_1756685",-0.0832178029705322,6.25266146430135,-1.98787637160935,0.0483100914507194,0.1419590313185,-5.07731770939541,"DEPDC6"
"ILMN_2083593",0.106647277180347,9.62514922151703,1.98782419075293,0.0483159160716739,0.141966676819191,-5.07741900204697,"TTC32"
"ILMN_1666371",-0.0906441654884906,6.4729740740467,-1.9876082546342,0.048340025986159,0.142028045402274,-5.07783814674935,"LOC648691"
"ILMN_1659960",-0.0935289943582314,6.54711688165854,-1.98751927218779,0.0483499641066126,0.142047770365506,-5.07801085422371,"IL4I1"
"ILMN_3308030",-0.0922970636756624,5.80893722399791,-1.98730784767882,0.0483735842678942,0.142107686601201,-5.07842118178831,"SNORD114-24"
"ILMN_1725139",-0.118713339986876,6.03921250772922,-1.98708544458171,0.0483984414921817,0.142171228739137,-5.07885277121815,"CA9"
"ILMN_1668672",-0.0792410553932985,6.28177968174763,-1.98679967142314,0.0484303972458268,0.142244355541641,-5.07940726697186,"LOC401068"
"ILMN_1776386",-0.0782198737170177,6.54190449895809,-1.98678115096349,0.0484324688587436,0.142244355541641,-5.07944320023883,"LOC642344"
"ILMN_1692342",-0.0825209472127169,5.96809328586317,-1.9867701492579,0.0484336994941459,0.142244355541641,-5.07946454551959,"CDC42BPG"
"ILMN_3283859",0.0932098885853563,5.82448663107345,1.98674733172934,0.0484362519153849,0.142244355541641,-5.07950881525395,"LOC647678"
"ILMN_3233071",0.0827469448562921,6.11202446527458,1.98670848247641,0.0484405979442381,0.142247635493743,-5.0795841880334,"LOC100128506"
"ILMN_1887648",-0.112009754721248,5.51001483458377,-1.98614305365762,0.0485038893106533,0.142423103746394,-5.08068103628023,"AGBL1"
"ILMN_3305901",0.169257465866465,8.27668704085091,1.98611690750456,0.0485068176773999,0.142423103746394,-5.0807317487161,"LOC729040"
"ILMN_3202274",-0.0824884840151112,6.53539989294728,-1.98597958788976,0.0485221999193268,0.142458772903643,-5.08099807996974,"LOC647515"
"ILMN_1814221",-0.0931413556328584,6.57831163536219,-1.98593357031243,0.048527355631168,0.142464414722331,-5.0810873270693,"NPTX1"
"ILMN_2394242",-0.0704806239390221,7.41617344822374,-1.98581283545618,0.0485408847134228,0.142490404369611,-5.08132147243586,"AMMECR1"
"ILMN_1772073",-0.0985408140112609,5.06474500628457,-1.98579683619623,0.0485426777683764,0.142490404369611,-5.08135249934224,"OR2F2"
"ILMN_1778717",0.0713819445407733,6.50080684917708,1.98575530388141,0.0485473326030596,0.142494572794335,-5.08143304065291,"DBF4"
"ILMN_1734353",-0.101310740519635,12.389031954149,-1.98572317379498,0.0485509339194982,0.142495648616684,-5.08149534763774,"GPX4"
"ILMN_3237241",0.0888154965571157,10.0641261376261,1.98563917156332,0.0485603504193563,0.142513790561164,-5.08165824104346,"FAM32A"
"ILMN_3238244",0.0603270856977538,6.52943312391265,1.98560117641165,0.0485646101156937,0.142516797029273,-5.0817319173906,"LOC727872"
"ILMN_1804207",-0.102765799911626,6.44709732437936,-1.98553821285315,0.0485716697559475,0.14252801921258,-5.08185400696908,"MRPL4"
"ILMN_1753340",0.11728706431045,7.42466192788765,1.98541373990396,0.0485856285478484,0.142559483325203,-5.08209535550998,"LOC728226"
"ILMN_2117526",0.0952199142494168,5.75129644383783,1.98528265887216,0.0486003320623478,0.142593128258857,-5.08234950121929,"DMGDH"
"ILMN_1783840",0.123975560420279,5.05994629565759,1.9851657619188,0.0486134477094683,0.142622110226426,-5.08257613265375,"FLJ42986"
"ILMN_1810848",-0.0996317239043831,6.72447677552802,-1.98479970804288,0.0486545377402409,0.142733154101982,-5.08328572900065,"VTI1A"
"ILMN_1687612",0.0934382594764243,5.48543439299713,1.98471508671288,0.0486640407789969,0.142751525627994,-5.08344974982473,"PPARG"
"ILMN_3243436",0.0718819229223655,6.21926850286465,1.98463887683719,0.0486726005497942,0.142767127901118,-5.08359746106467,"LOC100134174"
"ILMN_1811714",-0.0829273217911997,6.06301622327351,-1.98444051149892,0.0486948866022315,0.142822987530122,-5.08398191056913,"LOC647647"
"ILMN_1660063",0.110111913492618,11.3097597562296,1.98440211963176,0.0486992008692483,0.142826131657207,-5.08405631313985,"POLE4"
"ILMN_1681308",-0.0789451994108719,6.58044881382781,-1.98436583287564,0.0487032788728807,0.142828582493127,-5.08412663478571,"LOC390594"
"ILMN_1766316",0.0725317281428657,6.34376946358563,1.98388655366771,0.048757168692774,0.14297710278827,-5.08505533476077,"FLJ32679"
"ILMN_1730117",0.0901351070729648,6.13612833357497,1.98368370884351,0.0487799916194072,0.143034507809792,-5.08544832274493,"TMC5"
"ILMN_2180827",-0.107495753697746,8.7441970808024,-1.98348212145186,0.0488026820247914,0.143091516631662,-5.08583883647276,"MEPCE"
"ILMN_2369403",-0.126112006278425,5.1947572077249,-1.98343258904222,0.0488082586930994,0.143098343007635,-5.08593478450356,"PALM2"
"ILMN_1716367",0.100318052124156,6.11115714737823,1.98337230334832,0.0488150467610527,0.143102004354892,-5.08605155936451,"SULT1A1"
"ILMN_1723134",-0.109580902855362,5.4058565071858,-1.98336379706761,0.0488160046183053,0.143102004354892,-5.08606803596423,"LOC650695"
"ILMN_1763036",-0.0781041182633668,8.42599888257693,-1.98318725392174,0.0488358880066479,0.143150765409958,-5.0864099833893,"CLCN6"
"ILMN_1857069",-0.0810748107246404,6.86282110129948,-1.98291420230939,0.0488666542782073,0.143231418431653,-5.0869388011983,"KIAA1147"
"ILMN_1655974",-0.0941021328598488,7.02902402287577,-1.98287931414714,0.0488705865066489,0.143233413586453,-5.08700636391793,"PDE6B"
"ILMN_1756612",-0.092366239024547,6.27557616164396,-1.98279332569951,0.0488802793677452,0.143252291027114,-5.08717288010582,"STK32A"
"ILMN_1777139",-0.164337221176973,8.16144352936789,-1.98273504126267,0.0488868502794706,0.14326201714083,-5.08728574368602,"MAK16"
"ILMN_2089167",-0.0780328564826691,6.4807892795502,-1.98220880515623,0.0489462113062309,0.143426432132693,-5.08830461783453,"RHOD"
"ILMN_2303166",-0.258639738731791,10.1387471674858,-1.98204679247724,0.0489644991029572,0.143470476917944,-5.08861824718045,"MBNL3"
"ILMN_2174612",0.104081121580888,10.4186264163072,1.9818669063131,0.0489848112110806,0.143512732049181,-5.08896644782654,"CNOT8"
"ILMN_1666739",-0.111721237319863,9.24455779924467,-1.9818381946186,0.0489880538936284,0.143512732049181,-5.08902202145392,"RBM15"
"ILMN_3247444",-0.0972920462645366,6.04217191725571,-1.98180667420346,0.0489916140006638,0.143512732049181,-5.08908303068172,"SNORD50B"
"ILMN_3309844",0.0915627763681313,6.95457065339281,1.98180368434347,0.048991951704969,0.143512732049181,-5.08908881764636,"MIR448"
"ILMN_1658415",0.0724160757433383,6.42619722585059,1.98167848291079,0.0490060949592854,0.143544616600271,-5.0893311413077,"LOC650185"
"ILMN_1716832",-0.0732219118468107,6.85459320594082,-1.98152096148811,0.0490238941165718,0.143587204769222,-5.08963599852107,"ACSF3"
"ILMN_1763793",-0.126615266635288,6.03540794435958,-1.98136922016444,0.0490410453231963,0.143627889603891,-5.08992964733851,"PPM1L"
"ILMN_1670317",0.0915001521805001,5.91317157566498,1.9812601897104,0.0490533720871428,0.143654440487351,-5.09014062906143,"FLJ23172"
"ILMN_1672080",-0.100751675725667,7.7792872979292,-1.98114622379144,0.0490662596471102,0.143682630041538,-5.09036114937448,"NR2F6"
"ILMN_1793658",-0.0914185055626664,6.93079781810203,-1.98109396630351,0.0490721700165256,0.143690385628687,-5.09046226183561,"LOC646304"
"ILMN_1693966",0.0808979506843377,6.32449125365224,1.9810085296254,0.0490818342800356,0.143709131397132,-5.09062756685841,"LOC643242"
"ILMN_1658110",0.112637328788548,6.02032740393915,1.98086296005568,0.0490983042509157,0.143747800116781,-5.09090920277532,"C18orf19"
"ILMN_1752562",0.17138470496218,7.43730556379932,1.98080351628164,0.0491050311578338,0.143757940289343,-5.09102420395329,"CXCL5"
"ILMN_2253207",0.081822519838056,6.1382205485808,1.98066634577692,0.0491205569236815,0.143793836592577,-5.09128956428708,"AKAP4"
"ILMN_1805019",-0.0876167031004673,6.11427262089277,-1.98060669697342,0.0491273096222674,0.14380404785504,-5.09140495114198,"LOC647154"
"ILMN_1754871",-0.0852025388229549,5.95771909142009,-1.98055265055542,0.0491334287663772,0.14381052403467,-5.09150949766054,"TSC1"
"ILMN_1683345",-0.0753771006470645,6.44811711407757,-1.98052948887925,0.0491360513324513,0.14381052403467,-5.09155430039654,"HFE"
"ILMN_1744941",-0.0895364423845999,5.5927392069394,-1.98037493951309,0.0491535537854245,0.143852192253636,-5.0918532397667,"TCOF1"
"ILMN_1809496",-0.108535651507511,7.73423635092555,-1.98025849095249,0.0491667448710615,0.143873458311463,-5.09207846733524,"COPG2"
"ILMN_3273898",0.0797159380806196,6.31248128966279,1.98025312826169,0.0491673524192588,0.143873458311463,-5.09208883921291,"LOC100130457"
"ILMN_2204280",0.0986079559900359,5.64938007563504,1.98004932858433,0.049190445932797,0.14393147351615,-5.09248298432984,"GPR52"
"ILMN_1690870",-0.0912635860749695,7.11891969889276,-1.97968548562215,0.0492316975298921,0.144042608122295,-5.0931865538304,"LOC401056"
"ILMN_1694027",0.266371457125199,10.5753975602774,1.97962008486179,0.049239115605253,0.144043473904615,-5.09331300729252,"SESN3"
"ILMN_2275437",0.0917453468771203,6.07572648680598,1.97959722437439,0.0492417087769919,0.144043473904615,-5.09335720748273,"H2AFY"
"ILMN_3294581",-0.0992393545284864,5.74308209408349,-1.9795963918403,0.0492418032173981,0.144043473904615,-5.0933588171577,"LOC100132761"
"ILMN_3232377",0.0775524411924895,6.9617482324722,1.97944041164286,0.0492594998912268,0.144085672623402,-5.09366038786261,"LOC400403"
"ILMN_2078466",0.075184389618407,7.02612024822176,1.97940268827622,0.0492637805892346,0.144088626169336,-5.09373331846068,"DZIP1L"
"ILMN_1681221",-0.087401803383627,6.4157573892277,-1.97935911108531,0.0492687259477165,0.144093523218886,-5.09381756460191,"C9orf100"
"ILMN_1670970",0.0985305774935519,8.42870377294122,1.97915757675371,0.0492916025383629,0.144150858621618,-5.0942071602227,"PPP3CA"
"ILMN_3246519",0.0580188381770617,6.61602784502225,1.97866744658837,0.0493472757570208,0.144302398661929,-5.09515449561195,"LOC100134359"
"ILMN_1716224",0.0764794160255287,6.22937628014355,1.97864371770902,0.0493499724374467,0.144302398661929,-5.09520035365722,"STARD4"
"ILMN_1753903",0.0819956159480482,6.13436349895852,1.97860571038891,0.0493542920581769,0.144305450647468,-5.09527380488658,"C1GALT1C1"
"ILMN_2190598",0.114917340357356,5.55155536490015,1.97855402420524,0.0493601668268838,0.144313048973987,-5.09537368910071,"FGD6"
"ILMN_3267076",-0.086667949738584,5.96584101569699,-1.97820125307307,0.0494002793903244,0.14442073980775,-5.09605535709635,"LOC100129053"
"ILMN_3207230",-0.0980349394429805,6.52626655747684,-1.97813757232239,0.0494075232773287,0.144432331799695,-5.09617839650885,"LOC283588"
"ILMN_1706203",0.0981010666424984,5.03752965489463,1.9777995066905,0.0494459943597653,0.144530552299975,-5.09683151931215,"SOBP"
"ILMN_1670086",-0.0785690714318292,6.38785251998735,-1.97773454919006,0.0494533892731483,0.144530552299975,-5.0969570011126,"LOC649775"
"ILMN_1753254",0.0926607051353106,5.70278182889523,1.97771870033467,0.049455193685761,0.144530552299975,-5.09698761657617,"SLC12A7"
"ILMN_2117736",-0.0959803477745549,5.9517318387891,-1.97771662516338,0.0494554299508102,0.144530552299975,-5.09699162519723,"MGAT4C"
"ILMN_1752452",-0.0676250460471666,6.75508861548813,-1.97769820197237,0.0494575275333096,0.144530552299975,-5.09702721321104,"CST4"
"ILMN_2284591",-0.141170981152676,8.26761557283168,-1.9773957694605,0.0494919719097902,0.144612836206761,-5.09761137563981,"OPA3"
"ILMN_2353327",0.118577352379685,8.1920760613454,1.97739332569468,0.0494922503156143,0.144612836206761,-5.09761609553829,"RNF38"
"ILMN_1662865",-0.197025324877938,8.86231609997264,-1.97735602909572,0.0494964994920169,0.144615659555803,-5.09768812963624,"CPPED1"
"ILMN_1726164",0.0960575736229767,5.95078991633588,1.97719887286028,0.0495144075852423,0.144649472968505,-5.09799164456021,"NEDD9"
"ILMN_3165829",0.121447544511875,5.0157790807578,1.97719683431825,0.0495146399149188,0.144649472968505,-5.09799558143272,"ERCC-00092"
"ILMN_2335669",-0.10688325841004,7.94901672972326,-1.97701555221006,0.0495353040603568,0.144700243976311,-5.0983456614636,"ZC3H14"
"ILMN_1699190",-0.0825343554040128,6.61134152736011,-1.97696790827754,0.0495407361491884,0.144706516020682,-5.09843766317542,"SORCS1"
"ILMN_2160124",-0.0916271618759046,5.79296301067842,-1.97677063939516,0.0495632329807574,0.144762629361845,-5.09881857207439,"C4orf15"
"ILMN_1692948",0.111717306101991,7.34133644942233,1.97672867829766,0.0495680193997175,0.144767010712521,-5.09889959057427,"CCDC90B"
"ILMN_1772430",0.0847366737816788,6.44867547512882,1.97660332864022,0.0495823201139086,0.144799176832259,-5.09914160591858,"LOC652392"
"ILMN_3273286",0.105697779872783,6.24826835502916,1.97649526574239,0.049594651440994,0.14482558771145,-5.09935023353379,"LOC100127951"
"ILMN_1741976",-0.164551504258395,7.38788490830003,-1.97637772270872,0.0496080675145796,0.144855162540418,-5.09957715121296,"SMARCAD1"
"ILMN_1694547",-0.10476151258118,6.32535204861173,-1.97611802455495,0.0496377197057005,0.144927645874984,-5.1000784545436,"IFFO1"
"ILMN_2403566",0.0824004047647371,5.94014594056262,1.97610269376264,0.0496394706354398,0.144927645874984,-5.10010804607048,"CSHL1"
"ILMN_1734645",0.0777935496415916,6.26403151907724,1.97602391438366,0.049648468851773,0.144941069913323,-5.10026010272098,"SPAG4L"
"ILMN_1740716",-0.0858590844141016,8.91459784065048,-1.97600482783299,0.0496506491337777,0.144941069913323,-5.10029694190591,"RBM26"
"ILMN_1653824",0.102682257413663,6.0145035559321,1.97541608702549,0.049717941551568,0.145127893664311,-5.10143311029715,"LAMC2"
"ILMN_1711157",-0.129593493570844,6.47283527665541,-1.97511688510112,0.0497521695398465,0.145218183169877,-5.1020103941814,"NOTCH4"
"ILMN_1756599",-0.176723987885159,7.70981531952961,-1.97500863450545,0.0497645580573455,0.145244719206528,-5.10221923357722,"LOC645038"
"ILMN_1762167",0.0867385859419043,7.89991458396297,1.97459063786098,0.0498124193078663,0.145374776926647,-5.10302553883287,"GTDC1"
"ILMN_2395913",-0.202870487928438,8.32612389623449,-1.97448591706064,0.0498244160926032,0.145400155898991,-5.10322751706838,"ARHGAP11A"
"ILMN_1659975",-0.0738520053246683,7.82632040623723,-1.97424895058488,0.0498515719213021,0.145469766474913,-5.10368452372501,"C1orf216"
"ILMN_1693195",-0.0850513788496574,6.29654468290401,-1.97421190988613,0.0498558178331736,0.145472519796591,-5.10375595459036,"LOC652049"
"ILMN_2413622",-0.11916341687762,5.14036404841406,-1.97401851267181,0.0498779915900551,0.14552758031087,-5.1041288891827,"RFX4"
"ILMN_1657194",0.0917451016716972,5.73252826964356,1.97379890241684,0.0499031808836152,0.145591431293737,-5.10455232885061,"TSNAXIP1"
"ILMN_1703967",-0.119902731573359,7.08921721281118,-1.97368825556944,0.0499158761489361,0.145618825181244,-5.1047656545392,"LOC653136"
"ILMN_3251327",-0.0890843735014615,5.73938345295818,-1.97357239501222,0.0499291725445802,0.145647968992868,-5.10498901991161,"LOC645307"
"ILMN_1724017",-0.147354927241336,8.22712468993646,-1.97329513257581,0.0499610039070601,0.145731173560449,-5.10552349789883,"LOC732450"
"ILMN_2213759",0.0966604433352467,5.82671757364485,1.97325970183701,0.0499650728005621,0.145733392169606,-5.10559179244557,"DBX2"
"ILMN_1762189",-0.286513718834192,9.74179538214202,-1.9728964920162,0.0500068002535432,0.14584544213247,-5.10629183004308,"LOC387686"
