"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"ILMN_1735014",-0.121679133629826,13.7443622774477,-2.99628998426779,0.00311023298088112,0.0138113783307252,-2.65579317265561,"KLF6"
"ILMN_1783815",-0.125230064997178,7.16104240884312,-2.9961483002553,0.00311161027536079,0.0138161016268439,-2.65619682985571,"COG7"
"ILMN_1673944",0.145360801253648,9.85532663153669,2.99611094135619,0.00311197353043819,0.0138163219098299,-2.65630326233232,"MANBAL"
"ILMN_1779706",0.221190015445301,7.15848290569427,2.99606551333229,0.00311241529726561,0.0138168906842535,-2.65643268147155,"TP53BP2"
"ILMN_3221828",0.137107888608806,8.96323110118275,2.9958632397882,0.00311438301511932,0.0138242327890993,-2.65700891361145,"LOC728787"
"ILMN_1783702",0.224876963528583,7.28047939090025,2.99538651103662,0.0031190251584807,0.0138434435522653,-2.65836686787214,"MORC3"
"ILMN_1681811",0.115529117263361,6.17744727206297,2.99535100029726,0.00311937119847772,0.0138435845923979,-2.65846801181136,"LOC727851"
"ILMN_1673605",-0.237109261840736,6.88858035126333,-2.99487697445706,0.00312399379866972,0.0138627028130553,-2.65981805820209,"PRSSL1"
"ILMN_1714805",-0.196214117167131,6.35464461833802,-2.99482876033428,0.00312446432524045,0.0138633942376276,-2.6599553632909,"ZC3H14"
"ILMN_2356890",0.128652162040654,7.2254768019274,2.99448751433261,0.00312779644243173,0.0138767812554698,-2.66092711283352,"MRPL42"
"ILMN_1702960",-0.129629101689598,6.15436062749135,-2.99445267307634,0.00312813683567646,0.01387689383166,-2.66102632292858,"LOC644100"
"ILMN_1702320",-0.213715260030858,6.12081034638233,-2.99441693393373,0.0031284860364953,0.0138770454529911,-2.66112808865835,"JAKMIP2"
"ILMN_2292387",0.352110515969586,7.65254225914189,2.99315653645069,0.00314082409262229,0.0139303707313839,-2.6647163144265,"TANK"
"ILMN_1718334",-0.112346657304593,9.55199299124363,-2.99306351501037,0.0031417364510262,0.0139330144371444,-2.66498108292843,"ITPA"
"ILMN_1691458",-0.216750966606764,9.34537358787013,-2.99301824171168,0.00314218058165737,0.0139335813169507,-2.66510994238767,"SYPL1"
"ILMN_1813911",-0.158737257351816,5.90254040278795,-2.99285507928841,0.00314378168222417,0.0139392779953354,-2.66557432997908,"HEXA"
"ILMN_1796106",0.142144667608791,8.53591974900601,2.99267024455031,0.00314559635734399,0.0139459204043237,-2.66610037289094,"MGAT4B"
"ILMN_1713247",-0.14696115770117,5.64174947744405,-2.99250308101723,0.00314723836861306,0.0139517960527094,-2.66657609788583,"FSCN2"
"ILMN_3306028",0.148626155389334,7.65706141584009,2.99220215111235,0.00315019632362447,0.0139635035471907,-2.66743244332911,"LOC730183"
"ILMN_3201937",-0.146003794235965,6.6373851825126,-2.99208306876725,0.00315136753485969,0.0139669585067544,-2.66777129013527,"LOC645381"
"ILMN_2409298",0.156959431637977,7.37467962817196,2.9920264757664,0.00315192428457552,0.0139669585067544,-2.66793232028081,"NUSAP1"
"ILMN_1761294",0.154274779789129,6.62523372763978,2.99202620383302,0.00315192696001557,0.0139669585067544,-2.66793309403542,"OR4K15"
"ILMN_1687273",-0.152544195520137,7.72292895030133,-2.99190757362643,0.00315309431261463,0.0139707259671079,-2.66827063632137,"LOC653468"
"ILMN_1708615",0.111134361546291,6.17153576406583,2.99153218077607,0.00315679089588345,0.0139847944677438,-2.66933867356849,"TNXB"
"ILMN_1791840",0.158402309821067,10.0307276519238,2.99152065961218,0.003156904410507,0.0139847944677438,-2.669371450727,"RALBP1"
"ILMN_1693471",0.197930603105203,7.55750143071632,2.99145803692215,0.00315752147897644,0.013985696731234,-2.66954960727459,"KLHL35"
"ILMN_1723418",0.147473059009708,6.91767903092195,2.99143555234515,0.00315774306346855,0.013985696731234,-2.66961357327422,"CEL"
"ILMN_1749405",-0.124223994448355,9.71185629071419,-2.99114966190208,0.00316056174713541,0.0139967734515997,-2.6704268602494,"KIAA1191"
"ILMN_2399497",0.15094574905225,9.07200449676478,2.99107583243062,0.00316129003062652,0.0139985913891364,-2.67063687522729,"RFXANK"
"ILMN_1674640",-0.325101255765251,7.43836278625865,-2.99091072943053,0.00316291923085341,0.0140043979332922,-2.67110650946604,"CXCR6"
"ILMN_3191596",-0.147330726837899,6.62988863734019,-2.99070933186344,0.00316490762252516,0.0140117935356639,-2.67167935151279,"LOC100130008"
"ILMN_1669259",0.262745107266635,8.61161681449874,2.99064047774623,0.00316558768044173,0.0140133959311766,-2.67187518763294,"ANKRD49"
"ILMN_1697657",0.100193282994127,6.76257097957101,2.99014637371799,0.00317047178466213,0.0140336065701519,-2.67328040731285,"LOC647527"
"ILMN_1788095",-0.409550038184616,13.314677565615,-2.99007133652986,0.00317121411528607,0.0140354820649519,-2.67349379281844,"SPRYD3"
"ILMN_1673158",-0.126118619842771,6.85019178912036,-2.99003816025915,0.00317154237361794,0.0140355247237536,-2.67358813562836,"LOC200261"
"ILMN_3234963",-0.125615424505859,7.11997754975727,-2.989934124343,0.00317257194605492,0.0140386706977062,-2.6738839746818,"LOC730153"
"ILMN_1702789",-0.258916311800643,6.28830033202217,-2.98984710829334,0.00317343332034702,0.014041071835537,-2.67413140846412,"KNDC1"
"ILMN_2055271",0.134629623017259,7.1222387721487,2.98966674807807,0.00317521939550274,0.0140475634821022,-2.6746442495042,"A1BG"
"ILMN_1745075",-0.176241131307068,10.2238367043079,-2.98881278184202,0.00318368861852087,0.0140832502443015,-2.67707205908609,"RPLP0"
"ILMN_3200430",0.15673718523011,6.76286242740777,2.98878895645679,0.00318392520449022,0.0140832502443015,-2.67713978518231,"LOC644667"
"ILMN_1701111",0.264241423982641,8.18943669144061,2.98872059041665,0.00318460416864984,0.0140848391800396,-2.67733411993203,"RP5-1022P6.2"
"ILMN_1791106",-0.195991757932972,7.71887021413612,-2.98861395503532,0.00318566346298774,0.0140881097488277,-2.67763722963523,"HEATR6"
"ILMN_1706610",-0.163405052950896,8.43501783559216,-2.98821765748656,0.00318960304075497,0.014104115995613,-2.67876361440712,"PLEKHA9"
"ILMN_1703142",0.272684557268589,11.437234337838,2.98818300722126,0.0031899477103482,0.0141042242887231,-2.67886209339102,"2-Mar"
"ILMN_2344798",0.130420223640047,7.66280213536054,2.98790945255938,0.00319266998721395,0.0141148439990728,-2.67963952252222,"APAF1"
"ILMN_1730628",0.410879427108446,12.0077842173005,2.98732328083466,0.00319851045884741,0.0141392457825075,-2.68130517696732,"RNASE2"
"ILMN_2229379",-0.143333320253721,6.31760359011252,-2.98707759571868,0.0032009613233638,0.0141486601701283,-2.68200322301091,"KIT"
"ILMN_1664798",-0.139707967733161,8.45474973029155,-2.9867892773203,0.00320383968229573,0.0141599620592765,-2.68282233330457,"GRHPR"
"ILMN_1747205",0.150500266824903,8.32899562828804,2.98670754455217,0.00320465607466051,0.0141621493524147,-2.68305452241233,"JDP2"
"ILMN_1683082",-0.158801560536538,8.65824792740005,-2.98660162633236,0.00320571432910177,0.0141652525521246,-2.68335540976823,"RPUSD1"
"ILMN_2073604",-0.16365215254257,8.28163183558532,-2.9865728989937,0.00320600140620377,0.0141652525521246,-2.68343701533455,"EBP"
"ILMN_1680192",0.389207278921486,9.02091698934681,2.9864445254827,0.00320728455280161,0.0141683323023444,-2.68380167644626,"APOBEC3A"
"ILMN_3235593",-0.157520984812205,7.58000524485445,-2.9864388081216,0.00320734171117519,0.0141683323023444,-2.68381791699929,"ZNF841"
"ILMN_1717337",0.18552113825767,11.2990320253177,2.98579679912474,0.00321376604614657,0.0141952880877171,-2.68564140790369,"7-Mar"
"ILMN_1776109",0.0949881141259521,10.1664203155225,2.98562978570408,0.00321543922124594,0.0142012545754065,-2.68611571597104,"ZNF622"
"ILMN_1876266",-0.110158477734161,6.46244556881351,-2.98475718683328,0.00322419411849106,0.0142384937457293,-2.6885934530606,"GJA3"
"ILMN_1674646",-0.194391161678978,5.94577726388759,-2.98413866307895,0.00323041310387265,0.0142645276301818,-2.69034934825753,"IRF7"
"ILMN_1771019",0.0980093983231143,10.3109482811776,2.98399158169096,0.00323189356360415,0.0142696344963743,-2.6907668414609,"MTMR4"
"ILMN_1757732",0.254281678176835,8.22891981005505,2.98360363293669,0.00323580148403378,0.0142838877899162,-2.69186795155447,"OSGIN2"
"ILMN_2128770",0.16287941050962,5.9962479640905,2.98358679659716,0.00323597117960621,0.0142838877899162,-2.69191573498676,"CDR2L"
"ILMN_1788268",0.160569014210997,7.13203899820906,2.98357455889648,0.00323609453005297,0.0142838877899162,-2.69195046680943,"NAPG"
"ILMN_2219246",0.200596825364795,5.7018441653955,2.98229595651905,0.00324900608520942,0.0143394416450817,-2.6955785567595,"LOC162073"
"ILMN_3201480",-0.259050018902526,13.2837550726411,-2.98208099657182,0.00325118142978341,0.0143476050053485,-2.69618837648451,"LOC643358"
"ILMN_2337923",0.133743248884134,6.27430973438543,2.9820262066237,0.00325173610520101,0.0143486153631383,-2.69634380367466,"TPD52L1"
"ILMN_3248324",0.225534696742599,10.4793258649005,2.98122787380924,0.00325982803052088,0.0143828810669547,-2.69860820677107,"MGC16384"
"ILMN_3232156",0.14700329554779,5.87434336426268,2.98089204975664,0.00326323747635833,0.0143964821303015,-2.6995605788055,"C7orf58"
"ILMN_1802906",0.206682586577262,7.50042696755033,2.98074582086973,0.00326472308501814,0.0144009115417254,-2.69997524264074,"LOC646900"
"ILMN_1671067",0.106536732466008,6.65150731423856,2.98072887207364,0.00326489531604757,0.0144009115417254,-2.70002330344771,"MED13"
"ILMN_1722809",-0.138584872385896,6.30172391190234,-2.98065095939617,0.00326568715991802,0.01440296206263,-2.70024423312832,"NRCAM"
"ILMN_1754332",-0.113817618002387,6.9306833357382,-2.98054183859109,0.00326679647545067,0.0144064122074359,-2.70055364796745,"LOC85389"
"ILMN_2224290",0.147943714123811,7.12376378263953,2.97993259646217,0.00327299635714272,0.0144323085614108,-2.70228098080764,"ZNF322B"
"ILMN_1684217",0.280909926748505,6.49696178951404,2.97982323733496,0.00327411038091291,0.014435775837213,-2.7025910036135,"AURKB"
"ILMN_1658053",-0.137982090380619,11.3760323825459,-2.97976104196612,0.00327474411042981,0.014437124980839,-2.70276731701124,"DYNLRB1"
"ILMN_2324375",-0.157744810444977,7.42255998320674,-2.97960524838287,0.00327633203817371,0.0144426801374552,-2.70320895093241,"CHCHD7"
